IP,Hostname,Port,Port Protocol,CVSS,Severity,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
192.168.1.136,,443,tcp,9.8,High,"VendorFix","Joomla! < 3.9.7 Multiple Vulnerabilities","Joomla! is prone to multiple vulnerabilities.","Installed version: 1.5.15
Fixed version:     3.9.7
Installation
path / port:       /joomla

",1.3.6.1.4.1.25623.1.0.113390,"CVE-2019-12764,CVE-2019-12765,CVE-2019-12766",6d5239fe-2274-4d1d-a0a5-de625fc13464,"owasp",2022-04-17T18:14:15Z,cb42beaf-d601-4f69-a40f-9af885b62eec,"Successful exploitation can have effects ranging from disclosure of sensitive information
  to executing arbitrary code on the target machine.","Update to version 3.9.7.","Joomla! through version 3.9.6.","The following vulnerabilities exist:

  - The update server URL of com_joomlaupdate can be manipulated by non Super-Admin users.

  - The subform fieldtype does not sufficiently filter or validate input of subfields.
    This leads to XSS attack vectors.

  - The CSV export of com_actionslogs is vulnerable to CSV injection.","Checks if a vulnerable version is present on the target host.
Details:
Joomla! < 3.9.7 Multiple Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.113390)
Version used: 2022-04-14T10:40:31Z
","","","DFN-CERT-2019-1179,CB-K19/0495",""
192.168.1.136,,443,tcp,9.8,High,"VendorFix","Joomla! Core LDAP Information Disclosure Vulnerability Nov17","Joomla is prone to an information disclosure vulnerability.","Installed version: 1.5.15
Fixed version:     3.8.2

",1.3.6.1.4.1.25623.1.0.811896,"CVE-2017-14596",6d5239fe-2274-4d1d-a0a5-de625fc13464,"owasp",2022-04-17T18:14:15Z,9e76b400-6536-44c5-b9ea-1c4515c30eac,"Successfully exploiting this issue allow
  remote attackers to disclose username and password.","Upgrade to Joomla version 3.8.2 or later.","Joomla core version 1.5.0 through 3.8.1","The flaw exists due to an inadequate
  escaping in the LDAP authentication plugin.","Checks if a vulnerable version is present on the target host.
Details:
Joomla! Core LDAP Information Disclosure Vulnerability Nov17
(OID: 1.3.6.1.4.1.25623.1.0.811896)
Version used: 2022-04-14T10:40:31Z
","","","DFN-CERT-2017-1977,DFN-CERT-2017-1663,CB-K17/1899,CB-K17/1591",""
192.168.1.136,,443,tcp,9.8,High,"VendorFix","Joomla! < 3.8.0 LDAP Information Disclosure Vulnerability","Joomla is prone to an information disclosure vulnerability.","Installed version: 1.5.15
Fixed version:     3.8.0

",1.3.6.1.4.1.25623.1.0.112049,"CVE-2017-14596",6d5239fe-2274-4d1d-a0a5-de625fc13464,"owasp",2022-04-17T18:14:15Z,e3f002ed-01d8-42d9-b03e-0e85c89ff8a7,"Successfully exploiting these issues will allow
  remote attackers to gain access to potentially sensitive information.","Upgrade to Joomla version 3.8.0 or later.","Joomla! versions 1.5.0 through 3.7.5","Joomla is prone to the following information disclosure vulnerability:

  - Inadequate escaping in the LDAP authentication plugin can result into a disclosure of username and password.","Checks if a vulnerable version is present on the target host.
Details:
Joomla! < 3.8.0 LDAP Information Disclosure Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.112049)
Version used: 2021-09-30T08:43:52Z
","","","DFN-CERT-2017-1977,DFN-CERT-2017-1663,CB-K17/1899,CB-K17/1591",""
192.168.1.136,,80,tcp,9.8,High,"VendorFix","Joomla! < 3.8.0 LDAP Information Disclosure Vulnerability","Joomla is prone to an information disclosure vulnerability.","Installed version: 1.5.15
Fixed version:     3.8.0

",1.3.6.1.4.1.25623.1.0.112049,"CVE-2017-14596",6d5239fe-2274-4d1d-a0a5-de625fc13464,"owasp",2022-04-17T18:14:15Z,4ef3b24e-1ce8-4525-9b79-0dab4316fa7a,"Successfully exploiting these issues will allow
  remote attackers to gain access to potentially sensitive information.","Upgrade to Joomla version 3.8.0 or later.","Joomla! versions 1.5.0 through 3.7.5","Joomla is prone to the following information disclosure vulnerability:

  - Inadequate escaping in the LDAP authentication plugin can result into a disclosure of username and password.","Checks if a vulnerable version is present on the target host.
Details:
Joomla! < 3.8.0 LDAP Information Disclosure Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.112049)
Version used: 2021-09-30T08:43:52Z
","","","DFN-CERT-2017-1977,DFN-CERT-2017-1663,CB-K17/1899,CB-K17/1591",""
192.168.1.136,,443,tcp,9.8,High,"VendorFix","Joomla < 3.8.12 Multiple Vulnerabilities","Joomla is prone to multiple vulnerabilities.","Installed version: 1.5.15
Fixed version:     3.8.12
Installation
path / port:       /joomla

",1.3.6.1.4.1.25623.1.0.112371,"CVE-2018-15880,CVE-2018-15882",6d5239fe-2274-4d1d-a0a5-de625fc13464,"owasp",2022-04-17T18:14:15Z,026ca19c-59d8-46d8-b378-a2ff169504c1,"","Update to version 3.8.12 or later.","Joomla CMS versions 1.5.0 through 3.8.11.","The following vulnerabilities exist:

  - Inadequate output filtering on the user profile page could lead to a stored XSS attack. (CVE-2018-15880)

  - Inadequate checks in the InputFilter class could allow specifically prepared PHAR files to pass the upload filter. (CVE-2018-15882)","Checks if a vulnerable version is present on the target host.
Details:
Joomla < 3.8.12 Multiple Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.112371)
Version used: 2021-09-29T12:07:39Z
","","","DFN-CERT-2018-1744",""
192.168.1.136,,80,tcp,8.8,High,"VendorFix","Joomla! < 3.8.13 ACL Violation Vulnerability","If an attacker gets access to the mail account of an user who can approve
admin verifications in the registration process, he can activate himself.","Installed version: 1.5.15
Fixed version:     3.8.13
Installation
path / port:       /joomla

",1.3.6.1.4.1.25623.1.0.141580,"CVE-2018-17855",6d5239fe-2274-4d1d-a0a5-de625fc13464,"owasp",2022-04-17T18:14:15Z,0ab707f9-e4d6-4ee4-b714-f70c5d180f8c,"","Update to version 3.8.13 or later.","Joomla! CMS versions 1.5.0 through 3.8.12.","","Checks if a vulnerable version is present on the target host.
Details:
Joomla! < 3.8.13 ACL Violation Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.141580)
Version used: 2021-06-15T02:54:56Z
","","","DFN-CERT-2018-2061",""
192.168.1.136,,80,tcp,8.8,High,"VendorFix","Joomla! < 3.9.13 Multiple Vulnerabilities","Joomla! is prone to multiple vulnerabilities.","Installed version: 1.5.15
Fixed version:     3.9.13
Installation
path / port:       /joomla

",1.3.6.1.4.1.25623.1.0.113556,"CVE-2019-18650,CVE-2019-18674",6d5239fe-2274-4d1d-a0a5-de625fc13464,"owasp",2022-04-17T18:14:15Z,d382dd19-6dce-4ce0-8a48-8f6e22e63395,"Successful exploitation would allow an attacker to
  access sensitive information or perform actions
  in the context of another user.","Update to version 3.9.13.","Joomla! through version 3.9.12.","The following vulnerabilities exist:

  - A missing check in com_template causes a CSRF vulnerability.

  - A missing access check in the phputf8 mapping files could lead to a path disclosure.","Checks if a vulnerable version is present on the target host.
Details:
Joomla! < 3.9.13 Multiple Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.113556)
Version used: 2021-09-02T13:01:30Z
","","","DFN-CERT-2019-2299,CB-K19/0960",""
192.168.1.136,,80,tcp,8.8,High,"VendorFix","Tiki Wiki CMS Groupware < 17.2 SQL Injection Vulnerability","In Tiki the user task component is vulnerable to a SQL Injection via the
tiki-user_tasks.php show_history parameter.","Installed version: 1.9.5
Fixed version:     17.2

",1.3.6.1.4.1.25623.1.0.141885,"CVE-2018-20719",6d5239fe-2274-4d1d-a0a5-de625fc13464,"owasp",2022-04-17T18:14:15Z,1c8f8fcd-f10d-4d29-9432-678818cf70d9,"","Upgrade to version 17.2 or later.","Tiki Wiki CMS Groupware prior to version 17.2.","","Checks if a vulnerable version is present on the target host.
Details:
Tiki Wiki CMS Groupware < 17.2 SQL Injection Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.141885)
Version used: 2021-08-27T13:01:16Z
","","","",""
192.168.1.136,,80,tcp,8.8,High,"VendorFix","Tiki Wiki < 22 Multiple Vulnerabilities","Tiki Wiki is prone to multiple vulnerabilities.","Installed version: 1.9.5
Fixed version:     22
Installation
path / port:       /tikiwiki

",1.3.6.1.4.1.25623.1.0.144911,"CVE-2020-29254",6d5239fe-2274-4d1d-a0a5-de625fc13464,"owasp",2022-04-17T18:14:15Z,7ad577c9-6ef6-4d76-be7f-06d3ffb19ee8,"'- Local (php) File Inclusion: The config file displays TikiWikis database
  credentials in cleartext.

  - Cross-Side-Request-Forgery (CSRF): A successful exploit could allow the
  attacker to perform arbitrary actions on an affected system with the privileges of the user. These action
  include allowing attackers to submit their own code through an authenticated user resulting in local file
  Inclusion. If an authenticated user who is able to edit Tiki Wiki templates visits an malicious website,
  template code can be edited.

  - Information Exposure: The User can authenticate against it and simply give itself admin privileges or
  compromise the administrator account.","Update to version 22 which disables and hides the risky
  preferences by default.","Tiki Wiki through version 21.2 and probably prior.","The following flaws exist:

  - Local (php) File Inclusion: In TikiWiki, an user can be given the permission to edit .tpl templates.
  This feature can be abused to escalate the users privileges by inserting the following pieceof smarty
  code: {include file='../db/local.php'}. The code snippet includes Tiki Wikis database configuration
  file and displays it in the pages source code. Any other www-data readable file like '/etc/passwd' can
  be included as well.

  - Cross-Side-Request-Forgery (CSRF): Tiki Wiki allows templates to be edited without CSRF protection.
  This could allow an unauthenticated, remote attacker to conduct a cross-site request forgery (CSRF) attack
  and perform arbitrary actions on an affected system. The vulnerability is due to insufficient CSRF protections
  for the web-based management interface of the affected system. An attacker could exploit this vulnerability
  by persuading a user of the interface to follow a maliciously crafted link. (CVE-2020-29254)

  - Information Exposure: An user who is able to edit template files can use smarty code to include Files like
  the database configuration file which allows access to TikiWikis Database.","Checks if a vulnerable version is present on the target host.
Details:
Tiki Wiki < 22 Multiple Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.144911)
Version used: 2021-07-08T10:18:29Z
","","","",""
192.168.1.136,,443,tcp,8.8,High,"VendorFix","Tiki Wiki CMS Groupware < 17.2 SQL Injection Vulnerability","In Tiki the user task component is vulnerable to a SQL Injection via the
tiki-user_tasks.php show_history parameter.","Installed version: 1.9.5
Fixed version:     17.2

",1.3.6.1.4.1.25623.1.0.141885,"CVE-2018-20719",6d5239fe-2274-4d1d-a0a5-de625fc13464,"owasp",2022-04-17T18:14:15Z,910cefd5-c4d8-40ed-b131-8d59bf172745,"","Upgrade to version 17.2 or later.","Tiki Wiki CMS Groupware prior to version 17.2.","","Checks if a vulnerable version is present on the target host.
Details:
Tiki Wiki CMS Groupware < 17.2 SQL Injection Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.141885)
Version used: 2021-08-27T13:01:16Z
","","","",""
192.168.1.136,,443,tcp,8.8,High,"VendorFix","Tiki Wiki < 22 Multiple Vulnerabilities","Tiki Wiki is prone to multiple vulnerabilities.","Installed version: 1.9.5
Fixed version:     22
Installation
path / port:       /tikiwiki

",1.3.6.1.4.1.25623.1.0.144911,"CVE-2020-29254",6d5239fe-2274-4d1d-a0a5-de625fc13464,"owasp",2022-04-17T18:14:15Z,67db9bd3-5a7d-4aae-9564-f59f0480a692,"'- Local (php) File Inclusion: The config file displays TikiWikis database
  credentials in cleartext.

  - Cross-Side-Request-Forgery (CSRF): A successful exploit could allow the
  attacker to perform arbitrary actions on an affected system with the privileges of the user. These action
  include allowing attackers to submit their own code through an authenticated user resulting in local file
  Inclusion. If an authenticated user who is able to edit Tiki Wiki templates visits an malicious website,
  template code can be edited.

  - Information Exposure: The User can authenticate against it and simply give itself admin privileges or
  compromise the administrator account.","Update to version 22 which disables and hides the risky
  preferences by default.","Tiki Wiki through version 21.2 and probably prior.","The following flaws exist:

  - Local (php) File Inclusion: In TikiWiki, an user can be given the permission to edit .tpl templates.
  This feature can be abused to escalate the users privileges by inserting the following pieceof smarty
  code: {include file='../db/local.php'}. The code snippet includes Tiki Wikis database configuration
  file and displays it in the pages source code. Any other www-data readable file like '/etc/passwd' can
  be included as well.

  - Cross-Side-Request-Forgery (CSRF): Tiki Wiki allows templates to be edited without CSRF protection.
  This could allow an unauthenticated, remote attacker to conduct a cross-site request forgery (CSRF) attack
  and perform arbitrary actions on an affected system. The vulnerability is due to insufficient CSRF protections
  for the web-based management interface of the affected system. An attacker could exploit this vulnerability
  by persuading a user of the interface to follow a maliciously crafted link. (CVE-2020-29254)

  - Information Exposure: An user who is able to edit template files can use smarty code to include Files like
  the database configuration file which allows access to TikiWikis Database.","Checks if a vulnerable version is present on the target host.
Details:
Tiki Wiki < 22 Multiple Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.144911)
Version used: 2021-07-08T10:18:29Z
","","","",""
192.168.1.136,,443,tcp,8.8,High,"VendorFix","Joomla! < 3.8.13 ACL Violation Vulnerability","If an attacker gets access to the mail account of an user who can approve
admin verifications in the registration process, he can activate himself.","Installed version: 1.5.15
Fixed version:     3.8.13
Installation
path / port:       /joomla

",1.3.6.1.4.1.25623.1.0.141580,"CVE-2018-17855",6d5239fe-2274-4d1d-a0a5-de625fc13464,"owasp",2022-04-17T18:14:15Z,0b82e47b-2337-4b3a-9a2f-f3e44e739f78,"","Update to version 3.8.13 or later.","Joomla! CMS versions 1.5.0 through 3.8.12.","","Checks if a vulnerable version is present on the target host.
Details:
Joomla! < 3.8.13 ACL Violation Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.141580)
Version used: 2021-06-15T02:54:56Z
","","","DFN-CERT-2018-2061",""
