IP,Hostname,Port,Port Protocol,CVSS,Severity,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
192.168.1.136,,443,tcp,9.8,High,"VendorFix","Joomla! Core LDAP Information Disclosure Vulnerability Nov17","Joomla is prone to an information disclosure vulnerability.","Installed version: 1.5.15
Fixed version:     3.8.2

",1.3.6.1.4.1.25623.1.0.811896,"CVE-2017-14596",424d12b2-bf66-4b3d-b80a-4b928dc819e0,"Scan Suspect acutal Host 192.168.1.136",2022-04-24T06:09:17Z,9ac3a80c-d457-4f8e-b8f8-b2ce6c28819d,"Successfully exploiting this issue allow
  remote attackers to disclose username and password.","Upgrade to Joomla version 3.8.2 or later.","Joomla core version 1.5.0 through 3.8.1","The flaw exists due to an inadequate
  escaping in the LDAP authentication plugin.","Checks if a vulnerable version is present on the target host.
Details:
Joomla! Core LDAP Information Disclosure Vulnerability Nov17
(OID: 1.3.6.1.4.1.25623.1.0.811896)
Version used: 2022-04-14T10:40:31Z
","","","DFN-CERT-2017-1977,DFN-CERT-2017-1663,CB-K17/1899,CB-K17/1591",""
192.168.1.136,,80,tcp,9.8,High,"VendorFix","Joomla! Core LDAP Information Disclosure Vulnerability Nov17","Joomla is prone to an information disclosure vulnerability.","Installed version: 1.5.15
Fixed version:     3.8.2

",1.3.6.1.4.1.25623.1.0.811896,"CVE-2017-14596",424d12b2-bf66-4b3d-b80a-4b928dc819e0,"Scan Suspect acutal Host 192.168.1.136",2022-04-24T06:09:17Z,625da1ea-0d5a-4b27-932f-0ffd068056b3,"Successfully exploiting this issue allow
  remote attackers to disclose username and password.","Upgrade to Joomla version 3.8.2 or later.","Joomla core version 1.5.0 through 3.8.1","The flaw exists due to an inadequate
  escaping in the LDAP authentication plugin.","Checks if a vulnerable version is present on the target host.
Details:
Joomla! Core LDAP Information Disclosure Vulnerability Nov17
(OID: 1.3.6.1.4.1.25623.1.0.811896)
Version used: 2022-04-14T10:40:31Z
","","","DFN-CERT-2017-1977,DFN-CERT-2017-1663,CB-K17/1899,CB-K17/1591",""
192.168.1.136,,80,tcp,9.8,High,"VendorFix","Joomla < 3.9.5 Multiple Vulnerabilities","Joomla! is prone to multiple vulnerabilities.","Installed version: 1.5.15
Fixed version:     3.9.5
Installation
path / port:       /joomla

",1.3.6.1.4.1.25623.1.0.113369,"CVE-2019-10945,CVE-2019-10946,CVE-2019-11358",424d12b2-bf66-4b3d-b80a-4b928dc819e0,"Scan Suspect acutal Host 192.168.1.136",2022-04-24T06:09:17Z,cc395800-f074-401d-b47e-ab8828e605e0,"Successful exploitation would allow an attacker to access sensitive information
  or execute arbitrary commands.","Update to version 3.9.5.","Joomla! through version 3.9.4.","The following vulnerabilities exist:

  - The Media Manager component does not properly sanitize the folder parameter,
    allowing attackers to act outside the media manager root directory

  - The 'refresh list of helpsites' endpoint of com_users lacks access checks,
    allowing calls from unauthenticated users

  - The $.extend method of JQuery is vulnerable to Object.prototype pollution attacks (CVE-2019-11358)","Checks if a vulnerable version is present on the target host.
Details:
Joomla < 3.9.5 Multiple Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.113369)
Version used: 2021-09-02T13:01:30Z
","","","DFN-CERT-2021-1536,DFN-CERT-2021-1503,DFN-CERT-2021-0826,DFN-CERT-2020-2423,DFN-CERT-2020-2335,DFN-CERT-2020-2286,DFN-CERT-2020-2130,DFN-CERT-2020-1812,DFN-CERT-2020-1574,DFN-CERT-2020-1537,DFN-CERT-2020-1506,DFN-CERT-2020-0772,DFN-CERT-2020-0769,DFN-CERT-2020-0721,DFN-CERT-2020-0276,DFN-CERT-2020-0102,DFN-CERT-2020-0100,DFN-CERT-2019-2169,DFN-CERT-2019-2158,DFN-CERT-2019-2156,DFN-CERT-2019-2126,DFN-CERT-2019-1861,DFN-CERT-2019-1663,DFN-CERT-2019-1460,DFN-CERT-2019-1182,DFN-CERT-2019-1153,DFN-CERT-2019-1118,DFN-CERT-2019-1033,DFN-CERT-2019-0914,DFN-CERT-2019-0899,DFN-CERT-2019-0805,DFN-CERT-2019-0723,CB-K22/0045,CB-K21/1083,CB-K20/1049,CB-K20/1030,CB-K20/0800,CB-K20/0710,CB-K20/0324,CB-K20/0314,CB-K20/0309,CB-K20/0106,CB-K20/0041,CB-K20/0037,CB-K20/0034,CB-K19/0921,CB-K19/0920,CB-K19/0916,CB-K19/0911,CB-K19/0909,CB-K19/0619,CB-K19/0504,CB-K19/0329,CB-K19/0287",""
192.168.1.136,,443,tcp,9.8,High,"VendorFix","Joomla < 3.8.12 Multiple Vulnerabilities","Joomla is prone to multiple vulnerabilities.","Installed version: 1.5.15
Fixed version:     3.8.12
Installation
path / port:       /joomla

",1.3.6.1.4.1.25623.1.0.112371,"CVE-2018-15880,CVE-2018-15882",424d12b2-bf66-4b3d-b80a-4b928dc819e0,"Scan Suspect acutal Host 192.168.1.136",2022-04-24T06:09:17Z,0deadf5d-ecdb-4ed2-8f04-33ff1796e406,"","Update to version 3.8.12 or later.","Joomla CMS versions 1.5.0 through 3.8.11.","The following vulnerabilities exist:

  - Inadequate output filtering on the user profile page could lead to a stored XSS attack. (CVE-2018-15880)

  - Inadequate checks in the InputFilter class could allow specifically prepared PHAR files to pass the upload filter. (CVE-2018-15882)","Checks if a vulnerable version is present on the target host.
Details:
Joomla < 3.8.12 Multiple Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.112371)
Version used: 2021-09-29T12:07:39Z
","","","DFN-CERT-2018-1744",""
192.168.1.136,,80,tcp,9.8,High,"VendorFix","Joomla < 3.8.12 Multiple Vulnerabilities","Joomla is prone to multiple vulnerabilities.","Installed version: 1.5.15
Fixed version:     3.8.12
Installation
path / port:       /joomla

",1.3.6.1.4.1.25623.1.0.112371,"CVE-2018-15880,CVE-2018-15882",424d12b2-bf66-4b3d-b80a-4b928dc819e0,"Scan Suspect acutal Host 192.168.1.136",2022-04-24T06:09:17Z,b284bc02-a085-4886-9814-516201ce4585,"","Update to version 3.8.12 or later.","Joomla CMS versions 1.5.0 through 3.8.11.","The following vulnerabilities exist:

  - Inadequate output filtering on the user profile page could lead to a stored XSS attack. (CVE-2018-15880)

  - Inadequate checks in the InputFilter class could allow specifically prepared PHAR files to pass the upload filter. (CVE-2018-15882)","Checks if a vulnerable version is present on the target host.
Details:
Joomla < 3.8.12 Multiple Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.112371)
Version used: 2021-09-29T12:07:39Z
","","","DFN-CERT-2018-1744",""
192.168.1.136,,443,tcp,8.8,High,"VendorFix","Joomla! < 3.9.13 Multiple Vulnerabilities","Joomla! is prone to multiple vulnerabilities.","Installed version: 1.5.15
Fixed version:     3.9.13
Installation
path / port:       /joomla

",1.3.6.1.4.1.25623.1.0.113556,"CVE-2019-18650,CVE-2019-18674",424d12b2-bf66-4b3d-b80a-4b928dc819e0,"Scan Suspect acutal Host 192.168.1.136",2022-04-24T06:09:17Z,05412e88-6483-449d-befa-2820fd240745,"Successful exploitation would allow an attacker to
  access sensitive information or perform actions
  in the context of another user.","Update to version 3.9.13.","Joomla! through version 3.9.12.","The following vulnerabilities exist:

  - A missing check in com_template causes a CSRF vulnerability.

  - A missing access check in the phputf8 mapping files could lead to a path disclosure.","Checks if a vulnerable version is present on the target host.
Details:
Joomla! < 3.9.13 Multiple Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.113556)
Version used: 2021-09-02T13:01:30Z
","","","DFN-CERT-2019-2299,CB-K19/0960",""
192.168.1.136,,80,tcp,8.8,High,"VendorFix","Tiki Wiki CMS Groupware < 17.2 SQL Injection Vulnerability","In Tiki the user task component is vulnerable to a SQL Injection via the
tiki-user_tasks.php show_history parameter.","Installed version: 1.9.5
Fixed version:     17.2

",1.3.6.1.4.1.25623.1.0.141885,"CVE-2018-20719",424d12b2-bf66-4b3d-b80a-4b928dc819e0,"Scan Suspect acutal Host 192.168.1.136",2022-04-24T06:09:17Z,a9492fe1-b383-445f-afe6-dc6f28285d08,"","Upgrade to version 17.2 or later.","Tiki Wiki CMS Groupware prior to version 17.2.","","Checks if a vulnerable version is present on the target host.
Details:
Tiki Wiki CMS Groupware < 17.2 SQL Injection Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.141885)
Version used: 2021-08-27T13:01:16Z
","","","",""
192.168.1.136,,443,tcp,8.8,High,"VendorFix","Tiki Wiki CMS Groupware < 17.2 SQL Injection Vulnerability","In Tiki the user task component is vulnerable to a SQL Injection via the
tiki-user_tasks.php show_history parameter.","Installed version: 1.9.5
Fixed version:     17.2

",1.3.6.1.4.1.25623.1.0.141885,"CVE-2018-20719",424d12b2-bf66-4b3d-b80a-4b928dc819e0,"Scan Suspect acutal Host 192.168.1.136",2022-04-24T06:09:17Z,66f2efdc-eb36-4cf6-a99f-e558671008ac,"","Upgrade to version 17.2 or later.","Tiki Wiki CMS Groupware prior to version 17.2.","","Checks if a vulnerable version is present on the target host.
Details:
Tiki Wiki CMS Groupware < 17.2 SQL Injection Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.141885)
Version used: 2021-08-27T13:01:16Z
","","","",""
192.168.1.136,,80,tcp,8.8,High,"VendorFix","Tiki Wiki < 22 Multiple Vulnerabilities","Tiki Wiki is prone to multiple vulnerabilities.","Installed version: 1.9.5
Fixed version:     22
Installation
path / port:       /tikiwiki

",1.3.6.1.4.1.25623.1.0.144911,"CVE-2020-29254",424d12b2-bf66-4b3d-b80a-4b928dc819e0,"Scan Suspect acutal Host 192.168.1.136",2022-04-24T06:09:17Z,09bf3b2f-e6b0-4603-8aec-88fc8b5d0ddc,"'- Local (php) File Inclusion: The config file displays TikiWikis database
  credentials in cleartext.

  - Cross-Side-Request-Forgery (CSRF): A successful exploit could allow the
  attacker to perform arbitrary actions on an affected system with the privileges of the user. These action
  include allowing attackers to submit their own code through an authenticated user resulting in local file
  Inclusion. If an authenticated user who is able to edit Tiki Wiki templates visits an malicious website,
  template code can be edited.

  - Information Exposure: The User can authenticate against it and simply give itself admin privileges or
  compromise the administrator account.","Update to version 22 which disables and hides the risky
  preferences by default.","Tiki Wiki through version 21.2 and probably prior.","The following flaws exist:

  - Local (php) File Inclusion: In TikiWiki, an user can be given the permission to edit .tpl templates.
  This feature can be abused to escalate the users privileges by inserting the following pieceof smarty
  code: {include file='../db/local.php'}. The code snippet includes Tiki Wikis database configuration
  file and displays it in the pages source code. Any other www-data readable file like '/etc/passwd' can
  be included as well.

  - Cross-Side-Request-Forgery (CSRF): Tiki Wiki allows templates to be edited without CSRF protection.
  This could allow an unauthenticated, remote attacker to conduct a cross-site request forgery (CSRF) attack
  and perform arbitrary actions on an affected system. The vulnerability is due to insufficient CSRF protections
  for the web-based management interface of the affected system. An attacker could exploit this vulnerability
  by persuading a user of the interface to follow a maliciously crafted link. (CVE-2020-29254)

  - Information Exposure: An user who is able to edit template files can use smarty code to include Files like
  the database configuration file which allows access to TikiWikis Database.","Checks if a vulnerable version is present on the target host.
Details:
Tiki Wiki < 22 Multiple Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.144911)
Version used: 2021-07-08T10:18:29Z
","","","",""
192.168.1.136,,443,tcp,8.8,High,"VendorFix","Tiki Wiki < 22 Multiple Vulnerabilities","Tiki Wiki is prone to multiple vulnerabilities.","Installed version: 1.9.5
Fixed version:     22
Installation
path / port:       /tikiwiki

",1.3.6.1.4.1.25623.1.0.144911,"CVE-2020-29254",424d12b2-bf66-4b3d-b80a-4b928dc819e0,"Scan Suspect acutal Host 192.168.1.136",2022-04-24T06:09:17Z,1083310d-1390-4080-ae11-bf035584d9fe,"'- Local (php) File Inclusion: The config file displays TikiWikis database
  credentials in cleartext.

  - Cross-Side-Request-Forgery (CSRF): A successful exploit could allow the
  attacker to perform arbitrary actions on an affected system with the privileges of the user. These action
  include allowing attackers to submit their own code through an authenticated user resulting in local file
  Inclusion. If an authenticated user who is able to edit Tiki Wiki templates visits an malicious website,
  template code can be edited.

  - Information Exposure: The User can authenticate against it and simply give itself admin privileges or
  compromise the administrator account.","Update to version 22 which disables and hides the risky
  preferences by default.","Tiki Wiki through version 21.2 and probably prior.","The following flaws exist:

  - Local (php) File Inclusion: In TikiWiki, an user can be given the permission to edit .tpl templates.
  This feature can be abused to escalate the users privileges by inserting the following pieceof smarty
  code: {include file='../db/local.php'}. The code snippet includes Tiki Wikis database configuration
  file and displays it in the pages source code. Any other www-data readable file like '/etc/passwd' can
  be included as well.

  - Cross-Side-Request-Forgery (CSRF): Tiki Wiki allows templates to be edited without CSRF protection.
  This could allow an unauthenticated, remote attacker to conduct a cross-site request forgery (CSRF) attack
  and perform arbitrary actions on an affected system. The vulnerability is due to insufficient CSRF protections
  for the web-based management interface of the affected system. An attacker could exploit this vulnerability
  by persuading a user of the interface to follow a maliciously crafted link. (CVE-2020-29254)

  - Information Exposure: An user who is able to edit template files can use smarty code to include Files like
  the database configuration file which allows access to TikiWikis Database.","Checks if a vulnerable version is present on the target host.
Details:
Tiki Wiki < 22 Multiple Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.144911)
Version used: 2021-07-08T10:18:29Z
","","","",""
192.168.1.136,,443,tcp,8.8,High,"VendorFix","Joomla! < 3.8.13 ACL Violation Vulnerability","If an attacker gets access to the mail account of an user who can approve
admin verifications in the registration process, he can activate himself.","Installed version: 1.5.15
Fixed version:     3.8.13
Installation
path / port:       /joomla

",1.3.6.1.4.1.25623.1.0.141580,"CVE-2018-17855",424d12b2-bf66-4b3d-b80a-4b928dc819e0,"Scan Suspect acutal Host 192.168.1.136",2022-04-24T06:09:17Z,c8e399bb-bce1-4104-b331-b00e1ce42950,"","Update to version 3.8.13 or later.","Joomla! CMS versions 1.5.0 through 3.8.12.","","Checks if a vulnerable version is present on the target host.
Details:
Joomla! < 3.8.13 ACL Violation Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.141580)
Version used: 2021-06-15T02:54:56Z
","","","DFN-CERT-2018-2061",""
192.168.1.136,,80,tcp,8.8,High,"VendorFix","Joomla! < 3.8.13 ACL Violation Vulnerability","If an attacker gets access to the mail account of an user who can approve
admin verifications in the registration process, he can activate himself.","Installed version: 1.5.15
Fixed version:     3.8.13
Installation
path / port:       /joomla

",1.3.6.1.4.1.25623.1.0.141580,"CVE-2018-17855",424d12b2-bf66-4b3d-b80a-4b928dc819e0,"Scan Suspect acutal Host 192.168.1.136",2022-04-24T06:09:17Z,6638446f-9c4a-44a5-b405-d98dbaf7c06b,"","Update to version 3.8.13 or later.","Joomla! CMS versions 1.5.0 through 3.8.12.","","Checks if a vulnerable version is present on the target host.
Details:
Joomla! < 3.8.13 ACL Violation Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.141580)
Version used: 2021-06-15T02:54:56Z
","","","DFN-CERT-2018-2061",""
